userName,score,at,content
ber,1,2024-05-15 22:56:20,"saya bingung kenapa akun saya mendadak ditangguhkan padahal saya sama sekali tidak pernah melakukan pelanggaran apapun ngepost video juga enggak dan bahkan gada satupun peringatan yang saya terima,tolong pihak tiktok untuk menindak lanjuti hal ini dan pulihkan akun saya karena banyak data penting di akun tersebut"
Azzahra Ummayya,3,2024-05-15 22:33:43,"ini yg salah hp ku atau tiktok nya sih😭? masa tiktok ku ga bisa di buka, jadi harus di pencet in terus baru bisa dibuka, intinya susah dibuka gitu deh. jujur cape banget pas mau buka tiktok harus pencet in terus apl nya baru bisa di buka🙏🏻"
Almira Mira,1,2024-05-15 22:28:38,"Kecewa bgt sama tiktok,udh bolak balik update tpi masih aj filter ny g bisa dan videonya tuh g bgus, masa tiktok sering tiba' ga bisa di bukaa😔 trus lagi asik nge-scroll tiba' keluar, pliszzz jangan gtu dong tok"
Andika Syahreza,1,2024-05-15 21:41:56,"Aplikasi nya banyak bug nya,keluar sendiri,gak bisa di buka apk nya,abis update malah makin bingungin,masa harus hapus tiktok dulu baru bisa di buka,buang buang data banyak malah makin boros"
Andra Aulia,5,2024-05-15 21:17:05,tik tok ok ok aja sebelum di updet tapi sesudah di updeat makin gak karuan jalanya aplikasi tolong buat tik tok di perbaiki bugnya sama prosedur sesuai jalan dan aplikasinya..semoga semakin teratas buat tiktok jgn laglag lagi ya
Fitri lestari,4,2024-05-15 21:11:24,"Kenapa aplikasi nya g bisa d buka ya,jdi harus hapus dan install lgi baru bisa ,begitu trus setiap hari,sudah bersihkan cache jga g ngaruh, Mohon pencerahannya min"
resky auliya,1,2024-05-15 20:46:50,"Tolong banget perbaiki updatenyaa, udh efek kecepatannya gk bisa di atur sesuai menit yg di Maui, udh gitu gk bisa di sv lagi, kek apa bangett dahh😭"
Muhammad Roby B,1,2024-05-15 20:19:52,"untuk saat ini saya kasih bintang satu di karenakan saat saya membuka tik tok itu sangat ngelag , padahal data saya masih banyak , tolong segara di perbaiki untuk devolover tiktok🙏"
Rifa Konter,1,2024-05-15 20:18:21,Dari 2020 sampe sekarang saldonya ga nambah ga kurang saldo segituuuuuuu terusss Saldo dari th 2020 sampe sekarang udh 4 tahun kok ga ada peningkatan padahal udah sesuai petunjuk dr tiktok kayanya penipuan
kinan Kinan,5,2024-05-15 19:30:25,"Apk ini sangat berguna saya bisa bikin vidio yang menarik! Dan saya sering liat vidio vidio org lain dan bisa chat tan dan juga bisa folow dan menambah kreatif akuu makasihhh tiktok kamu bkin menghibur akuuuu makasiii bangettt, dan aku juga slalu nonton vidio yg sangat seruuuu makasiiiii bangetttt yaaa editor tiktok tpi plis kalau udh 100 followers aku mau live tpi kalau nungguin 100k foll itu kelamaan jdi perbaiki ya agar bs live tanpa 100k foll, makasi bismillah di baca sama DEVOLEPER MAKASI"
Zahira Mujahidah,1,2024-05-15 19:28:55,"mode foto nya ko jadi ga ada ya? ini juga kalo mode foto nya lagi ada suka ngelag, jadi ga smooth"
fakhri Kumail,1,2024-05-15 19:19:04,"apaansih ini apk mau dibuka suka tiba tiba ""tiktok tidak merespon"" ini maksudnya gmn sih? makin kesini makin ada aja masalah tolong dong developernya diurus bug bug begini"
Neva Kwanzamethyst,5,2024-05-15 18:16:31,tik tok aku lihat sangat seru dan kita bisa buat video kita sendiri dan ada efek yg aku sukai dan setiap efek yg saya coba itu sangat cantik dan saya Mencobai efek yg seru sekali dan buat saya terdapat 🤓
Suhendi,3,2024-05-15 17:54:29,"Apk ini pertama saya gunakan sangat bagus tetapi lama kelamaan saya pakai apk ini suka lemot dan sampai sekarang klo saya ingin nonton tiktok pas saya pencet suka lemot dan susah msuk ke tiktok nya saya harus pencet beberapa kali sampai muncul di tiktok nya mohon tolong perbaiki lagi apk nya padahal saya cuma ada tiktok,FF dan satu permmainan baby bus... Terimakasih atas perhatiannya"
K e l,1,2024-05-15 17:52:29,"Tiktok sekarang kenapa dah ada bug suara kresek-kresek di tiktok ,sedangkan di IG,spl Spotify lancar ga ada suara kresek kresek. tolong di fix bugnya"
Fadli Ramdani,1,2024-05-15 17:13:15,Aplikasi nya jelek aku kalo login tiktok selalu gabisa sekali nyabisa tapi selalu kembali tolong yg bener kalo buat aplikasi jangan yg kaya gini rugi 🖕😡
Andre Prasetio,1,2024-05-15 16:56:57,"Di perbarui malah ga jelas mau buka apl nya aja kaya berat banget,. Di pencet aplikasi nya lama banget ngebukak nya,."
Naji Nahari,1,2024-05-15 16:32:57,Tik tok saya tidak bisa dibuka hanya muncul logo doang ketika di uninstall dan download lagi malah tidak ada proses download langsung bisa dibuka🥴
Rudi suro,2,2024-05-15 16:27:58,"Ini kenapa pas mau buka aplikasinya tidak bisa dibuka, kalau di uninstal trs dowload lagi udah bisa tapi kambuh lagi, tolong dong developer nya, untuk diperbaiki"
etni handayani,5,2024-05-15 15:39:27,"Halo,Saya ingin menyampaikan ulasan..Namaku Adel,rate saya untuk apk tiktok adalah 5,knp?Apk yg sgt menyenangkan!!tidak ada kata bosan bagi ku saat bermain atau melihat berbagai video tiktok,terimakasih untuk developer yg membuat tiktok,berkat aplikasi yg anda buat (tiktok) saya dpt menghilangkan kata bosan dipikiran ku,Aku sangat menyukai apk ini,trimakasih semua.."
Indira Nirbita,3,2024-05-15 14:45:41,"Ini kenapa jadi sering lag ya? Aplnya gbsa di buka dan cuma muncul logonya aja. Ini mengganggu bgt dan ngebuat HP jadi ikutan ngelag, mohon diperbaiki SEKARANG APL NYA SUSAH DIBUKA"
Fitri,3,2024-05-15 14:41:44,"Gmn sih caranya ngilangin watermark d TIKTOK, pas bikin vidio trus d simpen d galeri tp watermark ny msh ad,trs klu ft fotonya GK bisa d simpen pdhl udh aku update berkali¹ tp ttp aj GK bisa, tolong untuk pihak tiktok mohon d perbaiki lagi, seharusnya klu udh d update semakin bgus lh ini kk kebalik"
Riny Rindu,5,2024-05-15 13:52:31,Bagus awal nya tp sekarang ga bisa di buka.. Harus di unistal dulu dan download ulang baru bisa di buka tp sebentar psti sprti itu lg sedikit kecewa sama tiktok sekarang
Alin Alin,3,2024-05-15 13:44:47,"Saya kasih bintang 3 karena ada alasan nya, kenapa setiap kali komen dihapus karena pelanggaran padahal saya tidak pernah berkomentar dengan bahasa kasar, saya hanya berkomentar karena ada pembullyan tetapi tidak secara langsung. Tolong ya jangan kyk gitu🙏🏻 lama-lama saya kesal sama ni tiktok. Tolong sekali lagi diperbaiki"
Sivana Fitriani,1,2024-05-15 13:22:45,kenapa ya tiktok sekarang setiap saya mau buka apk nya gabisa ga muncul ikon apk terbuka sampai saya harus uninstall dulu baru instal kembali baru bisa tapi terulang kembali seperti itu.
Pery Pery12,1,2024-05-15 13:01:07,"Setelah di update tiktok malah makin berat dan error,pas lagi nntn video di tiktok tiba"" bug,terus suka stuck di logo dan otomatis restart hp gua,ga jelas,tolong perbaiki"
Rafka Maulana,3,2024-05-15 12:30:47,"Aplikasinya sudah bagus Tapi saya ada sedikit saran Sizenya dikurangin masa baru 1 jam reset Data tiktok tiba tiba sudah full lagi Bru 1 jam saya buka pas saya cek datanya sudah 1gb an Sedangkan HP saya memorinya hanya 32Gb dan saat saya blum download tiktok memori saya tersisa 2,5 gb daong"
Bagus Patrio,2,2024-05-15 12:12:54,Tah gimana tiktok Uda sering belanja... tapi mau dibuka aplikasi nya malah gak bisa alhasil download ulang...mohon diteliti agar lebih bagus lagi..mana masih banyk paket yg dijalan lagi mau ngecek dibuka aplikasi nya gak bisa
Indah Amalia,1,2024-05-15 11:42:55,Tiktok sering banget lemot dan sering keluar aplikasi sndri. Tolong diperbaiki lagi agar pengguna lebih nyaman. Terima kasih
Tantan Saepudin,3,2024-05-15 11:06:26,"Susah mengedit keterangan tulisan jika sudah di unduh, ini salah satu kelemahan tiktok yg sampai sekarang belum diperbaiki"
Ahmad Sanzaemon,1,2024-05-15 11:04:46,Tik tok Shop : COD dulu bisa ke seluruh Indonesia.. COD sekarang Indonesia Timur gak di anggap.. padal sama2 bayar ongkir.. good job buat kelakuan Seller nya.
Ekklesia Oktariani,4,2024-05-15 10:46:48,Bagus sih tapi ada sedikit bug yaitu tiktok nya nggak bisa kebuka ya aku heran juga kenapa bisa kaya gitu tolong di perbaiki dulu soalnya lepas aku buka tiktok kaya keluar gitu lepas buka lagi kembali lagi jadi mohon di perbaiki lagi atau ini cuman karena hp ku doang yang ngbug
Abdul Malik,1,2024-05-15 10:46:18,Kenapa kalo buka tiktok d buka nya ga kebuka d teken2 ttep ga bisa . Jangan gi I dong masa saya harus delete aplikasi buat download lagi
Alya,5,2024-05-15 10:31:36,Aku sangat suka aplikasi satu ini.. Seru lalu aku buat akun bisa buta vidio offline 200 gratis cuma kalo mau harus di download 58 mb tapi kalo kita punya kaota kita bisa dapat tambahan lagi.... Pokoknya makasih deh yang buat aplikasi tiktok☺︎☺︎☺︎☺︎☺︎☺︎
ryu _ashi,1,2024-05-15 09:50:58,"tiktok udah bagus cuma aplikasinya makan ruang banyak, mana habis di upgrade malah jadi eror dan bikin hp bug, saya harap admin bisa memperbaiki aplikasi ini, agar orang lain bisa nyaman saat menggunakannya"
Tiara DL,4,2024-05-15 08:05:29,mnrt aku sih bagus tapi kadang2 eror banget kadang gk bisa d buka tiktok nya hatus instal lagi bukn sekali 2 kali itu mungkin sudah mnjadi rutinitas tiktok setiap minggu harus d instal lagi trus kadang2 vidio kita gk ke simpen ke galeri
Jali Jali,3,2024-05-15 07:30:17,Mengapa aplikasi Ini tidak berpungsi dengan baik. Saat Saya membukanya?padahal Saya Belum mencantumkam akun. Tapi selalu Mancul akun Anda telah diblokir.
Naura Fatin,4,2024-05-15 07:28:19,"Bagus sih tapi sayang kebanyakan efek yang bagus"" Itu cuma HP I-Phone doang yang bisa coba android juga bisa pasti lebih bagus, kalo bisa Uptade tan nya nanti HP android juga bisa make filter yang khusus HP I-Phone"
Setiawan Heru,1,2024-05-15 06:34:50,Setelah update jadi ngga bisa di buka.muter terus padahal sinyal full buat buka aplikasi lain bisa cuman tiktok doang yang gabisa
Kancerius Sihotang,3,2024-05-15 06:20:33,"Satu bulan terakhir ini, kalau saya buka aplikasi tiktok, selalu bug bahkan tidak bisa saya buka, akhirnya saya uninstall, download lagi, begitu sampai saat ini. Capek banget bongkar pasang terus. Kenapa ya seperti ini? Tolong diperbaiki aplikasinya. Terimakasih 🙏"
Candra dra,1,2024-05-15 06:09:59,"Tolong pihak tiktok di benarkan, tiktok saya tidak ada vidio maupun foto padahal sinyal lancar dan hanya ada tanda loding saja , tolong di perbaiki 🙏"
Widyademes Pramesti,2,2024-05-15 05:50:44,"tik tok jadi ga jelas sejak diperbarui, pesan tiba2 hilang dan tidak bisa membuat pesanan online juga keterangan usia belum sesuai padahal tgl lahir sudah saya update dengan benar, tolong kenapa ini..."
Alfien Medianta,1,2024-05-15 05:08:28,Tik tok apa masa aktifnya hanya 1 hari .. dalam seminggu ini tiap mau buka tik tok ga bisa harus un-instal trus di download lagi udah 7x seperti ini tiap hari gini terus mah ngabisin kuota. Malah ga sampai 24 jam dah kudu un-instal ~ download
Romi Yansa,1,2024-05-15 04:56:55,"Aplikasinya ngacok masak akun saya di tangguhkan begitu saja,hanya karena saya mengunggah video"" awas ada zombie"" truss ngk bisa login ke akun lain kan lucu aplikasinya ini"
Isi Ref GBHTXZ6QRXYZU dptbonus,5,2024-05-15 04:20:44,"Sangat memuaskan ya aplikasi yang satu ini, mudah digunakan dan ngga banyak memakan ram diponsel kita ya, sejauh ini aplikasi nya sangat konsisten dalam hal pemutar video... bagi baru mencobanya pasti bakalan akan disajikan dengan fitur fitur yang sangat lengkap ya... menurut aku aplikasi ini sudah sangat bagus dan nyaris sempurna banget tinggal ditambahkan beberapa menu pelengkapnya saja biar kita bisa semakin mudah saat menggunakan aplikasi nya seperti 360 UTC."
Sugiyani55 Sugiyani,3,2024-05-14 23:42:41,"Bagus ,dan cukup menghibur.sayangnya aplikasinya jadi udah bisa kebuka,dan nggk..sampe dua kali restad hp..dan beberapakali instal ,undinstal..padahal memori hp cukup .tolong dong diperbaiki biar aplikasinya makin top"
Preslly Fajar,1,2024-05-14 22:59:02,"Ini aplikasi kenapa ga bisa di buka mentok di logo tiktok doang, di tambah bikin hp jadi nglag lemot parah, tolong di perbaiki"
Adel Lia,3,2024-05-14 22:57:16,"Saya merasa sangat bahagia dengan tiktok, namun terkadang konten terlalu sepu dan jarang di tonton/jarang masuk fyp, tingkat kan lagi saya yakin TikTok akan semakin maju!"
Deyas “Jayx” Han,2,2024-05-14 22:55:50,Mengapa tiktok saya tidak bisa buat live.setelah di update.smua vidio saya dan teman saya yang lagi live.tidak bisa di lihat .tolong perbaiki lagi
Nufail Takbir,2,2024-05-14 22:17:06,"bintang 2 aja dlu, sebenarnya agak kecewa sih premium bulanan soalnya banyak lagu yg tidak terdaftar di aplikasi nya, semoga kedepannya semua lagu bisa di akses disini kayak Sp0t!fy misalnya"
BELLA ARDINATUS SOLEHAH 7,4,2024-05-14 21:30:23,"Bagus smua. Tapi saya mau kasih saran, tolong tambahin fitur vn ya di chat tiktoknya, temen saya (nadia rasty) mau ketawa gabisa soalnya. Nanti kalo udh di update, saya tambahin bintangnya, semangat 👍"
amey comel,2,2024-05-14 21:26:36,"Jelek, ngelag trus suka kembali sendiri gj bangetttttt ga suka ☹️ pas bikin akun aja langsung di banding !! Ga worth it HP aku jadi ngelag gara"" tiktok Apk nya jugaa ngelagg aku cek akun temen aku aja langsung ngelag dan keluar dari apk nya Semoga jadi bagus lagi lah plissss HP aku ngelag gara"" tiktok jugaaakkk plissssssssss tiktokkk 🙏🙏🙏🙏🙏🙏😣😣"
Khanza nabilala,4,2024-05-14 20:41:18,"tiktok ini sering lelet, terpaksa harus hapus dan download ulang, tapi pas udah di download malah fitur posting ulang nya ga ada, ini gimana ya?"
esra butarbutar,5,2024-05-14 20:00:27,Kalo bosan biasa nya nonton ini tapi aplikasi ini banyak menguras paket untuk yang pake Wi-Fi dirumah mungkin gak ada masalah tapi yang pakek paket data ya begitulah tapi ni aplikasi bagus bet gua kasih bintang 5 deh😎
Dewa ayu Citra,3,2024-05-14 19:57:00,"Ini tiktok kenapa ya kok ga bisa di buka,,,pas di buka cuma logo nya aja udah berbulan² sya ga buka tiktok ,,tolong dong perbaikan nya🙏🙏"
Varisya_ Manis,2,2024-05-14 19:55:47,"Pas aku mau buka tiktok kok gabisa setelah di perbarui kok malah ngelek kaya gini dan pas aku simpan di draf nya kok malah hilang ,tolong dong kok bisa kaya gini bikin yg kaya dulu aja"
Khalyla Azzahra,2,2024-05-14 19:06:14,"maaf yaa,bukannya mau memberi ulasan yang kurang,tetapi setiap saya mau masuk itu selalu gabisa. sudah di tap berkali kali,sudah saya restart hp saya,tetapi tttp sama. pdahal apk lainnya tidak,tolong ya di perkembangkan lagii,Masi saja nge lag,ini kenapa ya. knp makin lama makin lag y"
Riann 2003,4,2024-05-14 18:32:22,"Menurut aku apk nya bagus seru bngt, cuma gak ada v fitur simpan video/foto tanpa watermark nya awal awal aku download ada sih tapi sekarang ilang mohon di perbaiki yah,, trimakasih."
Gita Safitri,1,2024-05-14 17:59:59,"aku tadi habis update tiktok yang baru, sekarang tiktok aku kadang gabisa di buka. kalau di buka langsung kembali ke halaman hp ku, jadi tolong yaa di perbaikiii:(, atau emng hp aku yang bermasalah ya gatauu"
Tina Khasanah,1,2024-05-14 17:47:00,"Habis di update malah jdi ga bisa di buka, udah di kosongin ruang memorinya tetep ga bisa, segala macem cara udh di coba ga bisa, tolong gimana cara bukanya woyy😭😭"
Hindon Faiqoh,5,2024-05-14 16:07:10,"Aplikasi nya bagus sekali, bisa mempelajari banyak hal. Baik positif dan negatif, semoga semakin baik kualitas kedepannya."
Riska Ica,5,2024-05-14 15:44:16,"Sumpah bagus banget suka😊,tapi katanya tiktok kalau udah di update ada fitur yang baru termasuk ada kamera glace nya bagus banget tapi kok diaku gak ada + gak bisa yah dan 1 lagi ada fitur kalau mau nyimpan video bisa tanpa tanda air tapi yang aku gak bisa😭😭"
Nurhasana Aja,3,2024-05-14 15:28:59,Kenapa sih tik tok nya setiap hari pasti harus masuk kan kode lagi enak enak nya nonton eh malah datang( tik tok harian anda telah habis anda harus memasukkan kode) kenapa sih. Bagi yang pencipta tik tok tolong di perbaiki ya karena banyak masalah yang pertama (terlalu banyak live) yang ke dua (selalu komentarnya dihapus kerang melarang panduan komunikasi kami)😡😤😤
LUDZANIA PUTRI,1,2024-05-14 15:12:12,Saya benar2 kecewa karena setelah saya mengupdate malah gk bisa masuk ke tiktok dan menggunakannya malah tiba2 keluar dari tiktok saya benar2 kecewa
Dafa Nh,5,2024-05-14 13:28:17,"Aplikasi tik tok sepertinya sudah tidak berfungsi di hp android REDMI seri A dan C ,,dikarenakan saya dan teman teman saya yang menggunakan hp REDMI seri tersebut sudah tidak bisa masuk kedalam apk tik tok,, walaupun icon aplikasi tik tok sudah di klik 100× pun tetap tidak bisa masuk MAKA DARI ITU LAIN KALI PABRIK REDMI YANG BENER DONG BUAT HP , HP JELEK KOK DI JUAL"
lin linn,1,2024-05-14 12:12:30,"Error bgt, di buka ga bisa, sering keluar keluar sendiri, sinyal bagus oun kadang nge lag. Apalahh"
Anisa,3,2024-05-14 12:06:17,"setelah di update kok malah ga karuan si, orang abis nge skip orang yang live pas liat video di bawah nya malah ada suaranya yang live. itu sangat menganggu sekali"
Nindha Nurul fathya,5,2024-05-14 11:29:22,"Sangat seru dan menghibur tapi bisa saya ingin berfoto atau membuat vidio sayya tidak bisa menimpannya,tapi orang lain bisa tolong perbaki lah tiktok punya saya karena hal itu cukup mengganggu bagiku🙏🙏🙏"
Ahmad Nur soleh,1,2024-05-14 10:58:35,"Tolong developer diperbaiki saat aku masuk ke menu setting komentar aku dengan tidak sengaja klik komentar nya ""hanya teman"" saat aku mengubah nya lagi aku klik""untuk semua orang ""tapi pas disitu tidak bisa di klik untuk semua orang padahal umur ku sudah 18tahun ke atas TOLONG DI PERBAIKI!!!!!!"
Rizky Saipul bahri,1,2024-05-14 10:13:23,Saya tidak dapat login masalahnya akun anda di blokir dan saya sudah mengabaikan nya tapi kenapa malah restart tiktok di awal apakah ini bug apa gimana tolong di perbaiki dan saya tidak pernah mengambil vidio orang akun tiktoksaya bernama@toko apa saja yang Anda pilih SEKALI LAGI TOLONG DI BUKA AKUN TIKTOK SAYA!! Padahal saya bermain titik untuk menonton vidio doang macam mana ni tiktok
